Gene	CC_1	CC_2	CC_3	CI_1	CI_2	CI_3	SC_1	SC_2	SI_1	SI_2	SI_3	Symbol	Chromosome	Genetype	Description
ENSMUSG00000105950.1	0.04	0.01	0.01	0.09	0.03	0.0	0.01	0.03	0.03	0.01	0.02	RP23-425I8.2	chr5	TEC	--
ENSMUSG00000025909.14	0.0	0.0	0.0	0.0	0.02	0.02	0.03	0.02	0.0	0.0	0.0	Sntg1	chr1	protein_coding	syntrophin, gamma 1
ENSMUSG00000035561.5	4.74	5.11	4.4	5.22	5.72	4.74	4.7	3.79	11.05	4.11	3.43	Aldh1b1	chr4	protein_coding	aldehyde dehydrogenase 1 family, member B1
ENSMUSG00000076752.2	0.0	0.0	0.0	0.0	0.13	0.12	0.0	0.17	0.0	0.0	0.09	Tcrg-C2	chr13	TR_C_gene	T-cell receptor gamma, constant 2
ENSMUSG00000040296.13	2.66	2.99	2.72	2.53	2.5	3.61	2.44	2.52	2.35	2.54	3.5	Ddx58	chr4	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
ENSMUSG00000107044.1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.0	RP23-307P18.1	chr5	lincRNA	--
ENSMUSG00000029387.8	2.92	4.08	3.8	3.78	3.7	3.65	3.49	3.47	3.02	3.37	4.35	Gtf2h3	chr5	protein_coding	general transcription factor IIH, polypeptide 3
ENSMUSG00000037855.13	0.15	0.34	0.3	0.25	0.21	0.38	0.22	0.23	0.45	0.3	0.22	Zfp365	chr10	protein_coding	zinc finger protein 365
ENSMUSG00000102856.1	0.11	0.02	0.11	0.14	0.03	0.04	0.08	0.06	0.11	0.02	0.04	Gm37084	chr1	TEC	predicted gene, 37084
ENSMUSG00000065411.2	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Mir195a	chr11	miRNA	microRNA 195a
ENSMUSG00000059173.17	0.77	1.63	1.13	0.96	1.04	1.29	1.06	1.3	0.84	1.19	1.08	Pde1a	chr2	protein_coding	phosphodiesterase 1A, calmodulin-dependent
ENSMUSG00000024290.8	7.41	7.72	7.54	8.78	7.12	6.98	8.06	7.74	6.95	8.21	7.1	Rock1	chr18	protein_coding	Rho-associated coiled-coil containing protein kinase 1
ENSMUSG00000069041.7	0.09	0.12	0.14	0.09	0.1	0.05	0.12	0.07	0.0	0.0	0.1	Slc25a31	chr3	protein_coding	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31
ENSMUSG00000104970.1	0.75	1.63	1.88	1.32	0.69	0.93	0.86	1.61	1.25	1.07	2.37	RP24-374B14.8	chr5	antisense	--
ENSMUSG00000022803.10	158.98	170.35	160.72	214.03	137.38	140.68	196.39	133.07	178.16	159.53	183.18	Popdc2	chr16	protein_coding	popeye domain containing 2
ENSMUSG00000021209.10	0.1	0.16	0.08	0.05	0.14	0.08	0.15	0.1	0.09	0.13	0.18	Ppp4r4	chr12	protein_coding	protein phosphatase 4, regulatory subunit 4
ENSMUSG00000038642.8	9.88	20.23	18.26	9.86	18.47	20.55	13.59	17.17	10.66	12.7	16.72	Ctss	chr3	protein_coding	cathepsin S
ENSMUSG00000041801.5	8.66	9.85	9.42	5.41	7.15	9.27	6.94	7.43	8.41	6.71	8.64	Phlda3	chr1	protein_coding	pleckstrin homology-like domain, family A, member 3
ENSMUSG00000081325.1	0.06	0.11	0.06	0.0	0.0	0.0	0.05	0.05	0.05	0.0	0.0	Gm12599	chr11	processed_pseudogene	predicted gene 12599
ENSMUSG00000061755.8	2.38	3.16	2.86	3.02	2.49	2.45	3.18	3.3	2.93	3.02	2.43	Bod1l	chr5	protein_coding	biorientation of chromosomes in cell division 1-like
ENSMUSG00000033383.6	0.0	0.0	0.0	0.01	0.01	0.0	0.01	0.01	0.01	0.07	0.0	Rtp1	chr16	protein_coding	receptor transporter protein 1
ENSMUSG00000106736.1	0.21	0.0	0.32	0.19	0.0	0.31	0.09	0.08	0.09	0.15	0.08	RP24-279C2.3	chr6	processed_pseudogene	--
ENSMUSG00000073174.6	0.0	0.0	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.0	0.09	Gm29254	chr5	3prime_overlapping_ncrna	predicted gene 29254
ENSMUSG00000023980.6	3.76	3.92	3.64	2.48	3.28	2.95	3.57	4.58	3.18	3.19	3.59	Taf8	chr17	protein_coding	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq
ENSMUSG00000047281.3	1.59	0.76	1.29	0.77	0.92	0.94	0.98	1.19	0.82	0.79	1.1	Sfn	chr4	protein_coding	stratifin
ENSMUSG00000084249.1	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.05	0.0	0.0	0.0	Gm12267	chr11	processed_pseudogene	predicted gene 12267
ENSMUSG00000046620.4	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.17	Rps11-ps4	chr12	processed_pseudogene	ribosomal protein S11, pseudogene 4
ENSMUSG00000028991.13	5.23	7.04	5.81	7.29	4.97	5.63	8.13	5.56	7.07	5.58	5.73	Mtor	chr4	protein_coding	mechanistic target of rapamycin (serine/threonine kinase)
ENSMUSG00000027560.4	0.17	0.1	0.14	0.18	0.12	0.1	0.1	0.33	0.35	0.2	0.09	Dok5	chr2	protein_coding	docking protein 5
ENSMUSG00000072774.8	0.22	0.4	0.24	0.25	0.22	0.21	0.28	0.13	0.32	0.22	0.15	Zfp951	chr5	protein_coding	zinc finger protein 951
ENSMUSG00000099708.1	0.07	0.11	0.03	0.16	0.02	0.07	0.04	0.04	0.12	0.14	0.06	Gm29361	chr12	antisense	predicted gene 29361
ENSMUSG00000037944.8	0.02	0.04	0.0	0.05	0.12	0.11	0.04	0.02	0.19	0.0	0.04	Ccr7	chr11	protein_coding	chemokine (C-C motif) receptor 7
ENSMUSG00000022420.13	15.51	14.12	14.12	13.96	11.91	13.43	16.28	10.5	16.15	12.6	18.51	Dnal4	chr15	protein_coding	dynein, axonemal, light chain 4
ENSMUSG00000004267.14	0.62	0.47	0.44	0.5	0.48	0.58	0.87	0.58	0.83	0.77	0.58	Eno2	chr6	protein_coding	enolase 2, gamma neuronal
ENSMUSG00000021798.11	126.91	112.83	115.72	136.12	98.35	107.75	151.44	97.92	175.03	108.46	123.11	Ldb3	chr14	protein_coding	LIM domain binding 3
ENSMUSG00000091177.1	0.11	0.09	0.0	0.2	0.0	0.08	0.0	0.0	0.0	0.0	0.0	Gm15494	chr7	antisense	predicted gene 15494
ENSMUSG00000028364.13	0.1	0.12	0.1	0.16	0.27	0.41	0.14	0.12	0.43	0.16	0.27	Tnc	chr4	protein_coding	tenascin C
ENSMUSG00000030374.13	13.14	15.77	14.41	13.24	13.74	14.6	14.22	14.12	14.97	14.5	18.46	Strn4	chr7	protein_coding	striatin, calmodulin binding protein 4
ENSMUSG00000028654.11	0.18	0.08	0.03	0.05	0.1	0.06	0.01	0.03	0.16	0.11	0.14	Mycl	chr4	protein_coding	v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian)
ENSMUSG00000071470.3	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.64	0.36	0.26	0.0	Ccnb1ip1	chr14	protein_coding	cyclin B1 interacting protein 1
ENSMUSG00000061702.8	0.17	0.05	0.06	0.16	0.14	0.08	0.24	0.17	0.14	0.16	0.09	Tmem91	chr7	protein_coding	transmembrane protein 91
ENSMUSG00000063714.13	2.83	2.66	2.57	3.24	2.27	1.91	3.09	2.87	3.09	2.35	2.17	Sp3os	chr2	antisense	trans-acting transcription factor 3, opposite strand
ENSMUSG00000033544.6	0.59	1.08	1.18	0.67	1.24	1.43	1.44	1.2	1.73	1.15	0.84	Angptl1	chr1	protein_coding	angiopoietin-like 1
ENSMUSG00000031730.15	6.16	7.12	6.53	7.46	5.77	5.51	7.75	6.56	6.5	5.83	6.35	Dhodh	chr8	protein_coding	dihydroorotate dehydrogenase
ENSMUSG00000090145.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.02	0.1	0.03	Ugt1a6b	chr1	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A6B
ENSMUSG00000086825.1	0.27	0.01	0.12	0.14	0.09	0.11	0.16	0.21	0.03	0.1	0.1	Gm15675	chr1	lincRNA	predicted gene 15675
ENSMUSG00000032773.7	0.0	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	Chrm1	chr19	protein_coding	cholinergic receptor, muscarinic 1, CNS
ENSMUSG00000078908.7	1.54	2.04	1.84	1.31	1.11	1.4	1.85	1.86	1.88	1.29	1.64	Mon1b	chr8	protein_coding	MON1 homolog b (yeast)
ENSMUSG00000103905.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.12	0.0	Gm34379	chr3	processed_pseudogene	predicted gene, 34379
ENSMUSG00000020064.8	5.62	5.45	5.3	5.86	4.97	5.8	6.73	6.65	4.47	5.31	5.15	Herc4	chr10	protein_coding	hect domain and RLD 4
ENSMUSG00000084088.1	0.22	0.0	0.92	0.21	0.19	0.17	0.19	0.35	0.0	0.16	0.0	Gm12941	chr4	processed_pseudogene	predicted gene 12941
ENSMUSG00000032101.6	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ddx25	chr9	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25
ENSMUSG00000069136.4	1.21	2.68	3.61	2.83	3.62	3.44	2.83	2.63	2.13	3.28	3.45	A130006I12Rik	chr2	pseudogene	RIKEN cDNA A130006I12 gene
ENSMUSG00000052698.12	4.46	6.11	5.41	6.57	5.65	5.15	6.74	6.46	8.31	6.31	6.14	Tln2	chr9	protein_coding	talin 2
ENSMUSG00000098098.5	11.66	12.88	11.15	6.36	8.24	9.05	7.63	8.68	4.99	6.84	8.56	Bvht	chr18	lincRNA	braveheart long non-coding RNA
ENSMUSG00000035443.9	11.0	12.59	11.92	12.71	8.86	11.06	12.78	11.8	9.92	9.6	13.81	Thyn1	chr9	protein_coding	thymocyte nuclear protein 1
ENSMUSG00000094929.1	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm3526	chr14	protein_coding	predicted gene 3526
ENSMUSG00000097910.1	1.14	1.42	1.67	1.38	1.57	1.39	1.05	1.3	1.07	1.19	1.07	5033428I22Rik	chr8	lincRNA	RIKEN cDNA 5033428I22 gene
ENSMUSG00000096403.1	0.46	0.26	0.38	0.26	0.28	0.32	0.37	0.22	0.15	0.18	0.18	Gm9825	chr6	protein_coding	predicted gene 9825
ENSMUSG00000004319.13	4.14	4.98	5.95	5.87	4.98	4.57	5.59	6.08	5.22	5.28	4.9	Clcn3	chr8	protein_coding	chloride channel 3
ENSMUSG00000038859.7	2.75	2.95	3.22	3.16	2.72	2.67	2.76	2.26	3.35	2.19	3.33	Baiap2l1	chr5	protein_coding	BAI1-associated protein 2-like 1
ENSMUSG00000084758.1	0.07	0.0	0.0	0.07	0.0	0.11	0.06	0.0	0.06	0.0	0.0	Gm12798	chr4	lincRNA	predicted gene 12798
ENSMUSG00000102175.1	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm6119	chr1	processed_pseudogene	predicted gene 6119
ENSMUSG00000027718.6	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	Il21	chr3	protein_coding	interleukin 21
ENSMUSG00000009621.16	2.84	3.68	2.92	2.64	2.49	2.79	4.03	3.11	2.99	3.54	3.0	Vav2	chr2	protein_coding	vav 2 oncogene
ENSMUSG00000039473.7	5.05	6.2	5.33	4.84	6.48	5.47	5.57	6.19	5.41	6.64	6.1	Ubn1	chr16	protein_coding	ubinuclein 1
ENSMUSG00000048592.9	0.02	0.02	0.0	0.03	0.02	0.01	0.03	0.04	0.06	0.04	0.04	Gm5946	chrX	transcribed_processed_pseudogene	predicted gene 5946
ENSMUSG00000105093.1	0.11	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	RP23-218K6.4	chr3	processed_pseudogene	--
ENSMUSG00000063529.3	0.0	0.09	0.07	0.0	0.18	0.05	0.09	0.0	0.24	0.13	0.03	Stmnd1	chr13	protein_coding	stathmin domain containing 1
ENSMUSG00000031802.8	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phxr4	chr9	protein_coding	per-hexamer repeat gene 4
ENSMUSG00000096375.2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.11	Gm7094	chr1	unprocessed_pseudogene	predicted pseudogene 7094
ENSMUSG00000020628.13	4.32	5.17	5.04	5.1	4.4	4.83	5.81	5.14	4.78	5.07	4.96	Trappc12	chr12	protein_coding	trafficking protein particle complex 12
ENSMUSG00000024539.15	3.58	2.87	3.71	3.4	4.89	4.11	3.14	3.33	4.23	3.84	4.57	Ptpn2	chr18	protein_coding	protein tyrosine phosphatase, non-receptor type 2
ENSMUSG00000097666.1	1.2	1.47	1.34	1.08	1.08	0.68	1.41	1.49	0.89	1.06	1.06	A330094K24Rik	chr18	lincRNA	RIKEN cDNA A330094K24 gene
ENSMUSG00000043262.12	1.8	2.38	2.08	2.0	1.64	1.92	2.32	1.96	1.8	1.94	2.14	Uevld	chr7	protein_coding	UEV and lactate/malate dehyrogenase domains
ENSMUSG00000104485.1	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.01	0.0	Gm38065	chr7	TEC	predicted gene, 38065
ENSMUSG00000084870.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	Gm13954	chr2	antisense	predicted gene 13954
ENSMUSG00000082145.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	Gm12312	chr11	processed_pseudogene	predicted gene 12312
ENSMUSG00000097558.1	0.13	0.12	0.08	0.06	0.13	0.08	0.11	0.05	0.13	0.11	0.06	Gm26902	chr19	lincRNA	predicted gene, 26902
ENSMUSG00000083230.1	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	Gm14158	chr2	processed_pseudogene	predicted gene 14158
ENSMUSG00000092887.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	Snord53	chr17	snoRNA	small nucleolar RNA, C/D box 53
ENSMUSG00000022661.12	26.45	35.83	24.36	16.8	16.03	22.74	19.78	17.06	16.67	18.54	19.77	Cd200	chr16	protein_coding	CD200 antigen
ENSMUSG00000085807.1	0.0	0.0	0.0	0.15	0.0	0.0	0.13	0.0	0.0	0.0	0.0	Ube4bos2	chr4	antisense	ubiquitination factor E4B, opposite strand 2
ENSMUSG00000040035.12	0.01	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.01	Disp2	chr2	protein_coding	dispatched homolog 2 (Drosophila)
ENSMUSG00000032407.11	4.06	3.99	3.87	4.36	3.85	3.51	4.36	3.89	3.98	4.08	3.57	U2surp	chr9	protein_coding	U2 snRNP-associated SURP domain containing
ENSMUSG00000036545.8	2.48	3.87	3.29	2.95	3.58	3.85	4.04	3.14	5.26	3.89	5.35	Adamts2	chr11	protein_coding	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2
ENSMUSG00000066894.12	2.11	2.3	1.86	1.77	1.58	1.87	1.92	2.02	1.87	1.67	1.63	Vsig10	chr5	protein_coding	V-set and immunoglobulin domain containing 10
ENSMUSG00000052155.5	2.73	3.04	3.43	2.96	2.5	3.54	3.57	3.63	2.51	2.73	3.26	Acvr2a	chr2	protein_coding	activin receptor IIA
ENSMUSG00000010044.10	0.06	0.0	0.03	0.0	0.02	0.02	0.05	0.04	0.0	0.02	0.02	Zmynd10	chr9	protein_coding	zinc finger, MYND domain containing 10
ENSMUSG00000081666.1	0.1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	Gm11677	chr11	processed_pseudogene	predicted gene 11677
ENSMUSG00000030117.4	0.02	0.02	0.02	0.0	0.02	0.03	0.02	0.02	0.0	0.02	0.06	Gdf3	chr6	protein_coding	growth differentiation factor 3
ENSMUSG00000057561.7	4.57	5.81	5.05	7.79	15.26	9.91	3.87	5.62	10.28	12.31	9.17	Eif1a	chr18	protein_coding	eukaryotic translation initiation factor 1A
ENSMUSG00000025958.12	2.37	2.74	2.7	2.25	2.1	2.72	2.74	3.37	2.23	2.4	2.49	Creb1	chr1	protein_coding	cAMP responsive element binding protein 1
ENSMUSG00000076569.3	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Igkv5-39	chr6	IG_V_gene	immunoglobulin kappa variable 5-39
ENSMUSG00000020524.14	0.03	0.01	0.05	0.03	0.02	0.07	0.04	0.02	0.15	0.04	0.02	Gria1	chr11	protein_coding	glutamate receptor, ionotropic, AMPA1 (alpha 1)
ENSMUSG00000081453.1	0.0	0.09	0.0	0.0	0.09	0.03	0.03	0.03	0.03	0.0	0.0	Gm6767	chr16	processed_pseudogene	predicted gene 6767
ENSMUSG00000060131.9	0.09	0.16	0.06	0.15	0.18	0.1	0.12	0.14	0.06	0.1	0.09	Atp8b4	chr2	protein_coding	ATPase, class I, type 8B, member 4
ENSMUSG00000026043.16	12.09	21.48	30.14	13.15	25.33	32.84	25.11	12.12	29.94	25.49	51.37	Col3a1	chr1	protein_coding	collagen, type III, alpha 1
ENSMUSG00000026869.10	3.16	3.65	3.26	2.7	2.83	2.99	3.08	3.59	3.09	2.97	3.63	Psmd5	chr2	protein_coding	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5
ENSMUSG00000028557.8	19.19	23.73	25.55	23.91	23.3	26.25	25.15	23.92	22.86	21.6	25.36	Rnf11	chr4	protein_coding	ring finger protein 11
ENSMUSG00000050244.8	1.13	1.16	1.31	1.03	1.19	1.41	1.67	1.16	1.2	1.24	1.54	Heatr1	chr13	protein_coding	HEAT repeat containing 1
ENSMUSG00000104872.1	0.23	0.0	0.16	0.44	0.45	0.29	0.13	0.18	0.13	0.22	0.13	RP23-431M7.2	chr5	antisense	--
ENSMUSG00000036291.5	1.9	2.64	2.65	2.35	2.43	2.21	2.36	2.41	2.36	2.47	2.19	Ap5m1	chr14	protein_coding	adaptor-related protein complex 5, mu 1 subunit
ENSMUSG00000058690.12	13.24	18.69	16.63	19.44	15.67	16.29	18.63	15.53	22.37	16.51	17.36	Ccser2	chr14	protein_coding	coiled-coil serine rich 2
ENSMUSG00000030344.9	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.03	0.0	0.0	Akap3	chr6	protein_coding	A kinase (PRKA) anchor protein 3
ENSMUSG00000088170.1	0.3	0.13	0.0	0.28	0.0	0.0	0.13	0.0	0.25	0.0	0.0	Gm25219	chr5	misc_RNA	predicted gene, 25219
ENSMUSG00000063751.6	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.05	0.0	Platr8	chr2	processed_transcript	pluripotency associated transcript 8
ENSMUSG00000030317.6	49.13	82.94	53.19	17.22	64.61	57.23	20.72	39.52	22.31	45.43	33.08	Timp4	chr6	protein_coding	tissue inhibitor of metalloproteinase 4
ENSMUSG00000042804.11	5.0	5.42	5.31	4.06	5.92	7.66	4.57	4.65	7.21	5.7	6.87	Gpr153	chr4	protein_coding	G protein-coupled receptor 153
ENSMUSG00000085603.2	0.03	0.04	0.04	0.02	0.04	0.0	0.02	0.01	0.01	0.02	0.0	Gm11346	chr13	transcribed_processed_pseudogene	predicted gene 11346
ENSMUSG00000034990.12	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.03	Otoa	chr7	protein_coding	otoancorin
ENSMUSG00000037032.13	25.02	29.41	30.89	27.15	30.13	25.84	25.44	32.6	23.3	26.56	28.39	Apbb1	chr7	protein_coding	amyloid beta (A4) precursor protein-binding, family B, member 1
ENSMUSG00000042045.5	0.29	0.08	0.49	0.09	41.7	3.37	0.25	0.45	576.53	0.0	3.13	Sln	chr9	protein_coding	sarcolipin
ENSMUSG00000031591.12	7.77	13.09	12.3	9.64	12.28	11.86	10.72	12.81	9.74	11.51	12.74	Asah1	chr8	protein_coding	N-acylsphingosine amidohydrolase 1
ENSMUSG00000019850.9	0.89	0.99	1.43	4.24	9.19	7.18	1.12	1.63	8.04	9.56	5.75	Tnfaip3	chr10	protein_coding	tumor necrosis factor, alpha-induced protein 3
ENSMUSG00000025816.13	1.69	2.43	2.59	1.71	2.22	2.13	2.28	2.2	1.78	2.52	2.53	Sec61a2	chr2	protein_coding	Sec61, alpha subunit 2 (S. cerevisiae)
ENSMUSG00000016344.12	25.46	24.19	24.93	17.55	22.65	23.35	20.22	21.29	20.03	20.86	23.91	Ppdpf	chr2	protein_coding	pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)RIKEN cDNA 2700038C09 gene
ENSMUSG00000068259.2	0.0	0.04	0.0	0.0	0.0	0.0	0.05	0.0	0.04	0.04	0.04	Olfr461	chr6	protein_coding	olfactory receptor 461
ENSMUSG00000105607.1	0.09	0.08	0.0	0.13	0.0	0.03	0.12	0.11	0.0	0.03	0.07	RP23-7M16.2	chr5	TEC	--
ENSMUSG00000060657.7	4.73	5.23	5.03	4.48	4.09	4.54	5.51	5.41	4.29	4.36	4.38	Marf1	chr16	protein_coding	meiosis arrest female 1
ENSMUSG00000064081.3	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm8973	chr15	protein_coding	predicted gene 8973
ENSMUSG00000105597.1	0.64	0.24	0.52	0.39	0.04	0.24	0.76	0.75	0.19	0.43	0.23	RP24-404P10.6	chr3	TEC	--
ENSMUSG00000041845.8	1.7	2.09	1.75	1.43	1.65	1.36	1.67	1.34	1.95	1.69	1.71	Rhod	chr19	protein_coding	ras homolog gene family, member D
ENSMUSG00000038366.13	18.41	16.04	13.32	8.62	11.45	15.31	13.43	17.82	11.53	10.15	15.89	Lasp1	chr11	protein_coding	LIM and SH3 protein 1
ENSMUSG00000100679.1	8.35	13.02	13.79	13.06	11.77	13.18	14.69	16.12	14.75	14.47	12.51	Gm28778	chr1	protein_coding	predicted gene 28778
ENSMUSG00000106621.1	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	RP23-175A22.1	chr3	TEC	--
ENSMUSG00000081690.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	Gm12317	chr11	processed_pseudogene	predicted gene 12317
ENSMUSG00000103220.1	0.02	0.0	0.0	0.02	0.0	0.02	0.0	0.0	0.04	0.0	0.0	Gm37728	chr6	TEC	predicted gene, 37728
ENSMUSG00000026988.13	4.95	6.62	6.54	5.19	5.32	5.39	5.57	6.46	5.43	6.92	5.72	Wdsub1	chr2	protein_coding	WD repeat, SAM and U-box domain containing 1
ENSMUSG00000028822.9	40.02	52.69	45.5	30.79	42.22	45.13	30.88	46.57	32.53	38.43	40.31	Tmem50a	chr4	protein_coding	transmembrane protein 50A
ENSMUSG00000046861.9	5.23	6.77	6.68	5.55	5.01	5.23	6.79	6.13	5.74	5.28	6.06	Hectd3	chr4	protein_coding	HECT domain containing 3
ENSMUSG00000103181.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	A330069K06Rik	chr3	lincRNA	RIKEN cDNA A330069K06 gene
ENSMUSG00000039601.13	90.34	106.22	97.7	115.21	78.97	98.8	130.83	102.37	116.96	84.05	96.88	Rcan2	chr17	protein_coding	regulator of calcineurin 2
ENSMUSG00000074340.7	0.15	0.1	0.1	0.14	0.02	0.03	0.2	0.13	0.09	0.11	0.09	Ovgp1	chr3	protein_coding	oviductal glycoprotein 1
ENSMUSG00000087785.1	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	Gm23172	chr2	snoRNA	predicted gene, 23172
ENSMUSG00000073652.8	0.0	0.0	0.03	0.0	0.02	0.02	0.02	0.0	0.0	0.0	0.0	Apol7d	chr1	antisense	apolipoprotein L 7d
ENSMUSG00000005360.12	0.18	0.34	0.35	0.2	0.39	0.47	0.39	0.38	0.32	0.26	0.17	Slc1a3	chr15	protein_coding	solute carrier family 1 (glial high affinity glutamate transporter), member 3
ENSMUSG00000020826.6	2.23	2.16	2.23	1.76	2.9	2.75	1.55	1.05	2.64	2.95	4.1	Nos2	chr11	protein_coding	nitric oxide synthase 2, inducible
ENSMUSG00000026860.14	28.12	20.88	21.78	24.57	22.23	20.88	25.2	18.84	28.16	21.81	25.3	Sh3glb2	chr2	protein_coding	SH3-domain GRB2-like endophilin B2
ENSMUSG00000023186.12	5.95	8.51	8.24	7.49	8.45	9.35	7.94	8.99	7.16	8.31	7.55	Vwa5a	chr9	protein_coding	von Willebrand factor A domain containing 5A
ENSMUSG00000022483.14	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.04	0.0	0.01	Col2a1	chr15	protein_coding	collagen, type II, alpha 1
ENSMUSG00000022236.9	0.0	0.05	0.11	0.05	0.09	0.28	0.14	0.13	0.09	0.12	0.04	Ropn1l	chr15	protein_coding	ropporin 1-like
ENSMUSG00000054723.5	1.6	2.27	2.26	1.42	0.92	1.28	1.78	1.48	1.42	1.36	1.2	Vmac	chr17	protein_coding	vimentin-type intermediate filament associated coiled-coil protein
ENSMUSG00000083261.4	0.21	0.04	0.17	0.12	0.58	0.46	0.21	0.26	0.59	0.5	0.2	Gm7816	chr5	processed_pseudogene	predicted pseudogene 7816
ENSMUSG00000086905.1	0.18	0.47	0.06	0.23	0.05	0.32	0.05	0.19	0.31	0.0	0.4	Gm13716	chr2	antisense	predicted gene 13716
ENSMUSG00000097164.1	0.62	1.17	1.06	0.89	0.79	0.48	1.0	0.73	0.68	0.99	0.57	Cep83os	chr10	lincRNA	centrosomal protein 83, opposite strand
ENSMUSG00000001985.9	0.05	0.08	0.07	0.08	0.07	0.06	0.05	0.07	0.09	0.07	0.04	Grik3	chr4	protein_coding	glutamate receptor, ionotropic, kainate 3
ENSMUSG00000024383.8	1.6	1.68	1.69	1.74	1.54	1.47	1.77	2.21	1.49	1.89	1.57	Map3k2	chr18	protein_coding	mitogen-activated protein kinase kinase kinase 2
ENSMUSG00000093956.1	0.0	0.0	0.27	0.0	0.0	0.19	0.22	0.0	0.0	0.0	0.0	Gm24497	chr1	snRNA	predicted gene, 24497
ENSMUSG00000107325.1	0.03	0.0	0.03	0.0	0.01	0.02	0.0	0.02	0.0	0.0	0.0	RP23-342A15.2	chr18	lincRNA	--
ENSMUSG00000037202.5	0.02	0.02	0.02	0.04	0.16	0.09	0.0	0.02	0.1	0.17	0.16	Prf1	chr10	protein_coding	perforin 1 (pore forming protein)
ENSMUSG00000022711.13	10.06	13.52	11.64	10.28	9.52	10.33	13.66	10.93	8.35	9.63	12.83	Pmm2	chr16	protein_coding	phosphomannomutase 2
ENSMUSG00000055900.12	7.71	8.92	9.64	9.53	7.89	8.46	9.6	8.72	8.35	8.02	8.98	Tmem69	chr4	protein_coding	transmembrane protein 69
ENSMUSG00000097882.2	0.29	0.36	0.31	0.18	0.23	0.25	0.18	0.1	0.19	0.2	0.14	0610038B21Rik	chr8	antisense	RIKEN cDNA 0610038B21 gene
ENSMUSG00000031465.6	1.44	0.72	1.43	0.75	2.03	2.14	0.91	1.39	1.15	1.38	2.03	Angpt2	chr8	protein_coding	angiopoietin 2
ENSMUSG00000022946.8	2.48	2.02	1.98	2.08	1.76	1.96	2.06	1.73	2.06	1.74	1.93	Dopey2	chr16	protein_coding	dopey family member 2
